Country,Popularity,Title,Artist,Release_date,danceability,energy,tempo,release_date
Germany,255.2,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Denmark,32.800000000000004,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Ecuador,294.6,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Spain,77.60000000000002,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Finland,995.2,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
France,176,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Indonesia,6721.400000000002,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Ireland,256.8,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Italy,33.6,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Mexico,287.8,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Malaysia,8414.300000000003,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Netherlands,131.20000000000002,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Norway,128.8,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
New Zealand,200.00000000000003,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Peru,1102.85,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Philippines,5243.3,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Poland,1174.75,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Portugal,1114.9000000000003,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Sweden,84,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Singapore,7112.3,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Turkey,654.95,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Taiwan,6023.65,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17
Global,393.5,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
USA,270.95,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
Argentina,74.4,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
Austria,23.20000000000001,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
Australia,145.60000000000005,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
Brazil,24,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
Canada,157.60000000000005,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
Chile,114.05,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
Colombia,70.4,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
Costa Rica,100.8,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
Ecuador,84.80000000000003,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
Finland,5.6000000000000005,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
Indonesia,2187.05,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
Malaysia,2596.9,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
New Zealand,138.4,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
Peru,262.35,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
Philippines,1330.75,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
Poland,295.0499999999999,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
Portugal,296.65,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
Singapore,1908.55,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
Turkey,241.3,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
Taiwan,3447.950000000001,134340,BTS,2018-05-18,0.664,0.688,106.022,2018-05-18
Global,5605.450000000003,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
USA,4042.1,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
UK,1207.15,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Argentina,2076.85,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Austria,1711.2,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Australia,4678.05,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Belgium,1607.7,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Brazil,2096.600000000001,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Canada,3773,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Switzerland,1105.35,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Chile,2693.2000000000007,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Colombia,1436.1999999999994,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Costa Rica,2344.55,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Germany,1053.75,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Denmark,707.2500000000001,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Ecuador,2126.55,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Spain,757.8000000000003,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Finland,1379.3,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
France,567.85,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Indonesia,33494.29999999999,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Ireland,643.2,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Italy,19.200000000000006,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Mexico,1033.35,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Malaysia,60114.95000000001,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Netherlands,1007.2,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Norway,3484.3499999999995,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
New Zealand,2924.5000000000005,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Peru,5560.399999999999,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Philippines,11050.7,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Poland,2809.95,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Portugal,5606.9,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Sweden,1563.2,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Singapore,56030.05000000002,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Turkey,4829.3499999999985,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Taiwan,32547.699999999986,fake love,BTS,2018-05-18,0.557,0.7190000000000001,77.501,2018-05-18
Global,296.5,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
USA,165.6,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
Argentina,50.40000000000001,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
Austria,48.00000000000001,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
Australia,77.60000000000002,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
Brazil,64,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
Canada,176.8,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
Chile,97.6,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
Colombia,28.8,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
Costa Rica,39.2,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
Ecuador,68.80000000000001,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
Finland,56,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
Indonesia,2434.6,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
Malaysia,3082.9,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
New Zealand,81.6,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
Peru,204,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
Philippines,813.7,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
Poland,303.35,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
Portugal,125.5,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
Singapore,2946.95,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
Turkey,272.3,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
Taiwan,3172.05,pied piper,BTS,2017-09-18,0.583,0.7120000000000001,94.051,2017-09-18
Global,29.6,dont leave me,BTS,2018-04-04,0.62,0.778,147.012,2018-04-04
Argentina,1.6,dont leave me,BTS,2018-04-04,0.62,0.778,147.012,2018-04-04
Chile,4,dont leave me,BTS,2018-04-04,0.62,0.778,147.012,2018-04-04
Finland,18.4,dont leave me,BTS,2018-04-04,0.62,0.778,147.012,2018-04-04
Indonesia,650.25,dont leave me,BTS,2018-04-04,0.62,0.778,147.012,2018-04-04
Malaysia,804.85,dont leave me,BTS,2018-04-04,0.62,0.778,147.012,2018-04-04
Peru,26.4,dont leave me,BTS,2018-04-04,0.62,0.778,147.012,2018-04-04
Philippines,124.6,dont leave me,BTS,2018-04-04,0.62,0.778,147.012,2018-04-04
Poland,140.8,dont leave me,BTS,2018-04-04,0.62,0.778,147.012,2018-04-04
Portugal,13.6,dont leave me,BTS,2018-04-04,0.62,0.778,147.012,2018-04-04
Singapore,534.9,dont leave me,BTS,2018-04-04,0.62,0.778,147.012,2018-04-04
Turkey,92,dont leave me,BTS,2018-04-04,0.62,0.778,147.012,2018-04-04
Taiwan,511.5,dont leave me,BTS,2018-04-04,0.62,0.778,147.012,2018-04-04
Global,424.9,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
USA,243.2,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
Argentina,59.2,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
Austria,1.6,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
Australia,164.8,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
Brazil,11.2,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
Canada,171.2,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
Chile,62.40000000000001,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
Colombia,33.6,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
Costa Rica,72,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
Ecuador,44.8,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
Indonesia,4765.75,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
Malaysia,5592.199999999999,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
New Zealand,116.8,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
Peru,204.65,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
Philippines,2507.9500000000007,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
Poland,258.6,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
Portugal,256.65,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
Singapore,4489.4,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
Turkey,194,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
Taiwan,5481.9,magic shop,BTS,2018-05-18,0.541,0.6609999999999999,149.92600000000004,2018-05-18
Global,269.6,your eyes tell,BTS,2020-07-14,0.449,0.491,139.923,2020-07-14
Colombia,29.6,your eyes tell,BTS,2020-07-14,0.449,0.491,139.923,2020-07-14
Ecuador,38.40000000000001,your eyes tell,BTS,2020-07-14,0.449,0.491,139.923,2020-07-14
Indonesia,4012.7500000000014,your eyes tell,BTS,2020-07-14,0.449,0.491,139.923,2020-07-14
Malaysia,6454.25,your eyes tell,BTS,2020-07-14,0.449,0.491,139.923,2020-07-14
Peru,176,your eyes tell,BTS,2020-07-14,0.449,0.491,139.923,2020-07-14
Philippines,1546.4000000000005,your eyes tell,BTS,2020-07-14,0.449,0.491,139.923,2020-07-14
Singapore,3238.9,your eyes tell,BTS,2020-07-14,0.449,0.491,139.923,2020-07-14
Taiwan,484.8,your eyes tell,BTS,2020-07-14,0.449,0.491,139.923,2020-07-14
Global,1222.1,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
USA,822.1999999999997,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
UK,249,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Argentina,413.85,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Austria,156.8,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Australia,248.45,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Belgium,53.6,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Brazil,187.1,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Canada,573.8,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Chile,206.7,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Colombia,413.25,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Costa Rica,426.4,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Germany,16.8,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Ecuador,401.3,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Spain,26.4,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Finland,465.75,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
France,27.20000000000001,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Indonesia,3882.1,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Ireland,10.4,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Mexico,143.55,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Malaysia,7211.8,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Netherlands,1.6,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
New Zealand,190.40000000000003,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Peru,960.35,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Philippines,2712.45,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Poland,787.4000000000003,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Portugal,402.75,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Singapore,5953.5499999999975,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Turkey,424.25,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Taiwan,6192,dionysus,BTS,2019-04-12,0.502,0.91,176.084,2019-04-12
Indonesia,54.40000000000001,血、汗、涙 - japanese ver.,BTS,2017-05-10,0.5529999999999999,0.897,92.99,2017-05-10
Indonesia,56,lights,BTS,2020-07-14,0.608,0.644,99.005,2020-07-14
Malaysia,148.6,lights,BTS,2020-07-14,0.608,0.644,99.005,2020-07-14
Philippines,89.25,lights,BTS,2020-07-14,0.608,0.644,99.005,2020-07-14
Singapore,36,lights,BTS,2020-07-14,0.608,0.644,99.005,2020-07-14
Indonesia,23.20000000000001,dynamite - slow jam remix,BTS,2020-09-18,0.653,0.6829999999999999,113.977,2020-09-18
Malaysia,8.8,dynamite - slow jam remix,BTS,2020-09-18,0.653,0.6829999999999999,113.977,2020-09-18
Philippines,85,dynamite - slow jam remix,BTS,2020-09-18,0.653,0.6829999999999999,113.977,2020-09-18
Indonesia,101.6,outro : crack,BTS,2018-04-04,0.7290000000000001,0.386,90.138,2018-04-04
Malaysia,47.2,outro : crack,BTS,2018-04-04,0.7290000000000001,0.386,90.138,2018-04-04
Taiwan,24,outro : crack,BTS,2018-04-04,0.7290000000000001,0.386,90.138,2018-04-04
Indonesia,523.85,crystal snow,BTS,2017-12-06,0.618,0.768,113.952,2017-12-06
Malaysia,397.35,crystal snow,BTS,2017-12-06,0.618,0.768,113.952,2017-12-06
Philippines,165.60000000000005,crystal snow,BTS,2017-12-06,0.618,0.768,113.952,2017-12-06
Singapore,150.4,crystal snow,BTS,2017-12-06,0.618,0.768,113.952,2017-12-06
Taiwan,233,crystal snow,BTS,2017-12-06,0.618,0.768,113.952,2017-12-06
Indonesia,62.40000000000001,dynamite - tropical remix,BTS,2020-08-28,0.7290000000000001,0.8959999999999999,114.035,2020-08-28
Malaysia,17.6,dynamite - tropical remix,BTS,2020-08-28,0.7290000000000001,0.8959999999999999,114.035,2020-08-28
Philippines,63.2,dynamite - tropical remix,BTS,2020-08-28,0.7290000000000001,0.8959999999999999,114.035,2020-08-28
Indonesia,2539.15,lights,BTS,2019-07-03,0.625,0.6629999999999999,98.998,2019-07-03
Malaysia,2546.8,lights,BTS,2019-07-03,0.625,0.6629999999999999,98.998,2019-07-03
Peru,8.8,lights,BTS,2019-07-03,0.625,0.6629999999999999,98.998,2019-07-03
Philippines,697.9,lights,BTS,2019-07-03,0.625,0.6629999999999999,98.998,2019-07-03
Singapore,2334.7,lights,BTS,2019-07-03,0.625,0.6629999999999999,98.998,2019-07-03
Taiwan,2722.85,lights,BTS,2019-07-03,0.625,0.6629999999999999,98.998,2019-07-03
Indonesia,31.20000000000001,dynamite - bedroom remix,BTS,2020-09-18,0.7559999999999999,0.745,109.063,2020-09-18
Malaysia,20.8,dynamite - bedroom remix,BTS,2020-09-18,0.7559999999999999,0.745,109.063,2020-09-18
Philippines,92.65,dynamite - bedroom remix,BTS,2020-09-18,0.7559999999999999,0.745,109.063,2020-09-18
Indonesia,694.4,come back home,BTS,2017-07-05,0.648,0.8809999999999999,100.011,2017-07-05
Malaysia,94.4,come back home,BTS,2017-07-05,0.648,0.8809999999999999,100.011,2017-07-05
Indonesia,86.7,crystal snow,BTS,2018-04-04,0.618,0.7659999999999999,113.997,2018-04-04
Malaysia,55.2,crystal snow,BTS,2018-04-04,0.618,0.7659999999999999,113.997,2018-04-04
Taiwan,34.4,crystal snow,BTS,2018-04-04,0.618,0.7659999999999999,113.997,2018-04-04
Indonesia,12.8,best of me - japanese ver.,BTS,2018-04-04,0.659,0.769,122.006,2018-04-04
Indonesia,659.45,fake love,BTS,2018-06-04,0.463,0.804,154.91299999999995,2018-06-04
Malaysia,1073.9499999999996,fake love,BTS,2018-06-04,0.463,0.804,154.91299999999995,2018-06-04
Philippines,140.5,fake love,BTS,2018-06-04,0.463,0.804,154.91299999999995,2018-06-04
Singapore,644.35,fake love,BTS,2018-06-04,0.463,0.804,154.91299999999995,2018-06-04
Taiwan,690.1500000000003,fake love,BTS,2018-06-04,0.463,0.804,154.91299999999995,2018-06-04
Indonesia,43.2,go go - japanese ver.,BTS,2018-04-04,0.8370000000000001,0.69,136.07,2018-04-04
Malaysia,11.2,go go - japanese ver.,BTS,2018-04-04,0.8370000000000001,0.69,136.07,2018-04-04
Taiwan,6.4,go go - japanese ver.,BTS,2018-04-04,0.8370000000000001,0.69,136.07,2018-04-04
Indonesia,599.65,outro : wings,BTS,2017-02-13,0.654,0.903,124.988,2017-02-13
Malaysia,640.85,outro : wings,BTS,2017-02-13,0.654,0.903,124.988,2017-02-13
Singapore,248.8,outro : wings,BTS,2017-02-13,0.654,0.903,124.988,2017-02-13
Taiwan,42.4,outro : wings,BTS,2017-02-13,0.654,0.903,124.988,2017-02-13
Indonesia,26.4,dynamite - midnight remix,BTS,2020-09-18,0.782,0.795,114.036,2020-09-18
Malaysia,4.800000000000002,dynamite - midnight remix,BTS,2020-09-18,0.782,0.795,114.036,2020-09-18
Philippines,72.8,dynamite - midnight remix,BTS,2020-09-18,0.782,0.795,114.036,2020-09-18
Indonesia,108,intro : ringwanderung,BTS,2018-04-04,0.589,0.8240000000000001,115.3,2018-04-04
Malaysia,54.40000000000001,intro : ringwanderung,BTS,2018-04-04,0.589,0.8240000000000001,115.3,2018-04-04
Taiwan,24.8,intro : ringwanderung,BTS,2018-04-04,0.589,0.8240000000000001,115.3,2018-04-04
Indonesia,0.8,spring day - japanese ver.,BTS,2017-05-10,0.5479999999999999,0.8370000000000001,107.004,2017-05-10
Indonesia,702.6999999999997,a supplementary story : you never walk alone,BTS,2017-02-13,0.695,0.903,127.99,2017-02-13
Malaysia,750.4,a supplementary story : you never walk alone,BTS,2017-02-13,0.695,0.903,127.99,2017-02-13
Portugal,8.8,a supplementary story : you never walk alone,BTS,2017-02-13,0.695,0.903,127.99,2017-02-13
Singapore,335.7,a supplementary story : you never walk alone,BTS,2017-02-13,0.695,0.903,127.99,2017-02-13
Taiwan,126.4,a supplementary story : you never walk alone,BTS,2017-02-13,0.695,0.903,127.99,2017-02-13
Indonesia,864.85,let go,BTS,2018-04-04,0.5579999999999999,0.863,173.908,2018-04-04
Malaysia,661.25,let go,BTS,2018-04-04,0.5579999999999999,0.863,173.908,2018-04-04
Philippines,201.45,let go,BTS,2018-04-04,0.5579999999999999,0.863,173.908,2018-04-04
Singapore,364.75,let go,BTS,2018-04-04,0.5579999999999999,0.863,173.908,2018-04-04
Taiwan,417.85,let go,BTS,2018-04-04,0.5579999999999999,0.863,173.908,2018-04-04
Malaysia,73.6,outro : the journey,BTS,2020-07-14,0.523,0.455,136.959,2020-07-14
Peru,39.2,outro : the journey,BTS,2020-07-14,0.523,0.455,136.959,2020-07-14
Philippines,28,outro : the journey,BTS,2020-07-14,0.523,0.455,136.959,2020-07-14
Malaysia,28.8,boy with luv - japanese ver.,BTS,2020-07-14,0.6729999999999999,0.855,119.917,2020-07-14
Philippines,11.2,boy with luv - japanese ver.,BTS,2020-07-14,0.6729999999999999,0.855,119.917,2020-07-14
Malaysia,19.200000000000006,intro : calling,BTS,2020-07-14,0.486,0.61,144.99200000000005,2020-07-14
Peru,51.2,intro : calling,BTS,2020-07-14,0.486,0.61,144.99200000000005,2020-07-14
Philippines,24.8,intro : calling,BTS,2020-07-14,0.486,0.61,144.99200000000005,2020-07-14
Peru,7.2,dionysus - japanese ver.,BTS,2020-07-14,0.455,0.893,175.992,2020-07-14
Peru,10.4,boy with luv - japanese ver.,BTS,2019-07-03,0.677,0.843,119.968,2019-07-03
Philippines,16,dynamite - poolside remix,BTS,2020-08-28,0.686,0.877,123.91,2020-08-28
Philippines,46.40000000000001,dynamite - retro remix,BTS,2020-09-18,0.647,0.915,113.936,2020-09-18
Taiwan,20.8,血、汗、涙 - japanese ver.,BTS,2017-05-10,0.565,0.889,93.091,2017-05-10
