Country,Popularity,Title,Artist,Release_date,danceability,energy,tempo,release_date,year,month
USA,191,do the most,Tory Lanez,2020-04-10,0.67,0.634,204.113,2020-04-10,2020,4
USA,808.3000000000003,yah yah,"Eminem - Royce Da 5'9"" - Black Thought - Q-Tip - Denaun",2020-01-17,0.458,0.966,183.586,2020-01-17,2020,1
USA,187.05,the baddest,K/DA - (G)I-DLE - Wolftyla - Bea Miller - League of Legends,2020-08-27,0.6759999999999999,0.857,149.981,2020-08-27,2020,8
USA,3258.950000000001,oprahs bank account,Lil Yachty - DaBaby - Drake,2020-05-29,0.83,0.625,138.046,2020-05-29,2020,5
USA,1269.25,la zona,Bad Bunny,2020-02-28,0.762,0.8009999999999999,93.992,2020-02-28,2020,2
USA,831.9000000000003,lifes a mess,Juice WRLD - Halsey,2020-07-06,0.636,0.448,143.124,2020-07-06,2020,7
USA,41.6,easier,5 Seconds of Summer,2020-03-27,0.5760000000000001,0.46,176.185,2020-03-27,2020,3
USA,450.9,lost in yesterday,Tame Impala,2020-02-14,0.569,0.84,183.05900000000003,2020-02-14,2020,2
USA,910.3,whoopty,CJ,2020-08-20,0.7140000000000001,0.609,140.20600000000002,2020-08-20,2020,8
USA,1522.65,bust me,Lil Uzi Vert,2020-03-06,0.7340000000000001,0.703,151.923,2020-03-06,2020,3
USA,769.45,available,Justin Bieber,2020-02-14,0.7020000000000001,0.608,75.012,2020-02-14,2020,2
USA,1900.7000000000005,like it is,Kygo - Zara Larsson - Tyga,2020-03-27,0.794,0.728,105.024,2020-03-27,2020,3
USA,260.9,inhale,Bryson Tiller,2020-10-02,0.498,0.705,156.519,2020-10-02,2020,10
USA,378.1,argentina,Gunna,2020-05-22,0.804,0.725,139.967,2020-05-22,2020,5
USA,10065.750000000004,emotionally scarred,Lil Baby,2020-02-28,0.585,0.6409999999999999,88.28399999999998,2020-02-28,2020,2
USA,5454,go stupid,Polo G - Stunna 4 Vegas - NLE Choppa - Mike WiLL Made-It,2020-05-15,0.92,0.833,141.034,2020-05-15,2020,5
USA,5842.000000000003,lifes a mess,Juice WRLD - Halsey,2020-07-10,0.63,0.446,143.078,2020-07-10,2020,7
USA,64.8,28,Agust D - NiiHWA,2020-05-22,0.679,0.645,119.934,2020-05-22,2020,5
USA,2210.2000000000007,epidemic,Polo G,2020-09-25,0.616,0.617,175.929,2020-09-25,2020,9
USA,413.7,the way,Trippie Redd - Russ,2020-02-21,0.78,0.6659999999999999,145.97799999999995,2020-02-21,2020,2
USA,623.4500000000003,young & alive,Bazzi,2020-03-05,0.716,0.563,86.005,2020-03-05,2020,3
USA,560.75,sad sh*t,DaBaby,2020-04-17,0.835,0.466,124.885,2020-04-17,2020,4
USA,559.5500000000002,old me,5 Seconds of Summer,2020-02-21,0.721,0.621,127.976,2020-02-21,2020,2
USA,640.3,flood my wrist,A Boogie Wit da Hoodie - Don Q - Lil Uzi Vert,2020-07-01,0.904,0.672,139.984,2020-07-01,2020,7
USA,1418.4499999999994,t.d,"Lil Yachty - Tierra Whack - A$AP Rocky - Tyler, The Creator",2020-05-29,0.784,0.632,124.603,2020-05-29,2020,5
USA,1597.3,complicated,Mac Miller,2020-01-17,0.831,0.36,75.014,2020-01-17,2020,1
USA,1330.6999999999996,fútbol & rumba,Anuel AA - Enrique Iglesias,2020-05-29,0.735,0.916,167.99400000000003,2020-05-29,2020,5
USA,1788.15,bichiyal,Bad Bunny - Yaviah,2020-02-28,0.737,0.7659999999999999,93.956,2020-02-28,2020,2
USA,1494.7,reggaetonera,Anuel AA,2020-05-29,0.6940000000000001,0.7959999999999999,93.064,2020-05-29,2020,5
USA,3053.4,yessirskiii,Lil Uzi Vert - 21 Savage,2020-03-13,0.895,0.7390000000000001,140.007,2020-03-13,2020,3
USA,784.9000000000003,feel me,Selena Gomez,2020-01-10,0.71,0.8079999999999999,99.989,2020-01-10,2020,1
USA,3229.8,screw juice,Juice WRLD,2020-07-10,0.595,0.528,150.07299999999995,2020-07-10,2020,7
USA,5202.000000000001,silly watch,Lil Uzi Vert,2020-03-06,0.903,0.535,130.11700000000002,2020-03-06,2020,3
USA,212.6,stay down,Lil Durk - 6LACK - Young Thug,2020-10-30,0.813,0.57,109.07,2020-10-30,2020,10
USA,443.5,no sucker,Lil Baby - Moneybagg Yo,2020-02-28,0.9,0.846,129.966,2020-02-28,2020,2
USA,98.6,hot stuff,Kygo - Donna Summer,2020-09-18,0.6809999999999999,0.773,119.961,2020-09-18,2020,9
USA,2114.5,circles,Mac Miller,2020-01-17,0.61,0.0316,151.964,2020-01-17,2020,1
USA,68.8,rosa,J Balvin,2020-03-19,0.6509999999999999,0.561,175.99200000000005,2020-03-19,2020,3
USA,14888.3,yo perreo sola,Bad Bunny,2020-02-28,0.86,0.758,97.014,2020-02-28,2020,2
USA,165.25,invisible things,Lauv,2020-03-06,0.733,0.552,125.311,2020-03-06,2020,3
USA,114.45,sugar,BROCKHAMPTON - Dua Lipa,2020-03-06,0.6609999999999999,0.523,122.948,2020-03-06,2020,3
USA,740.6,pretty boy,Joji - Lil Yachty,2020-09-25,0.6559999999999999,0.7759999999999999,156.049,2020-09-25,2020,9
USA,36,easy,Troye Sivan,2020-07-15,0.639,0.569,142.967,2020-07-15,2020,7
USA,1999.05,lovesick girls,BLACKPINK,2020-10-02,0.6579999999999999,0.733,127.977,2020-10-02,2020,10
USA,8092.400000000002,no idea,Don Toliver,2020-03-13,0.652,0.631,127.998,2020-03-13,2020,3
USA,8827,july,Noah Cyrus,2020-05-15,0.708,0.18600000000000005,72.541,2020-05-15,2020,5
USA,0.8,arcoíris,J Balvin - Mr Eazi,2020-03-19,0.731,0.787,92.971,2020-03-19,2020,3
USA,100.35,together,Sia,2020-05-20,0.521,0.877,180.007,2020-05-20,2020,5
USA,5189.75,forget me too,Machine Gun Kelly - Halsey,2020-09-25,0.654,0.875,99.975,2020-09-25,2020,9
USA,5621.3499999999985,find my way,DaBaby,2020-04-17,0.836,0.624,103,2020-04-17,2020,4
USA,72,summer feelings  - from scoob! the album,Lennon Stella - Charlie Puth,2020-04-23,0.696,0.6859999999999999,115.982,2020-04-23,2020,4
USA,121.4,take yourself home,Troye Sivan,2020-04-01,0.364,0.606,99.73,2020-04-01,2020,4
USA,903.7,red eye,YoungBoy Never Broke Again,2020-02-21,0.485,0.8140000000000001,159.894,2020-02-21,2020,2
USA,17574.9,be kind,Marshmello - Halsey,2020-05-01,0.63,0.633,93.995,2020-05-01,2020,5
USA,826.75,second emotion,Justin Bieber - Travis Scott,2020-02-14,0.7959999999999999,0.777,141.97,2020-02-14,2020,2
USA,4153.4000000000015,me & ur ghost,blackbear,2020-01-16,0.755,0.631,100.026,2020-01-16,2020,1
USA,264.9,things change,Bryson Tiller,2020-10-02,0.758,0.613,145.756,2020-10-02,2020,10
USA,602.1,my time,BTS,2020-02-21,0.674,0.64,99.908,2020-02-21,2020,2
USA,720.4000000000003,lightskin sh*t,DaBaby - Future - jetsonmade,2020-04-17,0.932,0.578,129.991,2020-04-17,2020,4
USA,10734.85,oprah’s bank account,Lil Yachty - DaBaby - Drake,2020-03-09,0.836,0.617,138.066,2020-03-09,2020,3
USA,25864.499999999985,laugh now cry later,Drake - Lil Durk,2020-08-14,0.7609999999999999,0.518,133.976,2020-08-14,2020,8
USA,121.55,break my heart,Dua Lipa,2020-03-25,0.73,0.7290000000000001,113.012,2020-03-25,2020,3
USA,4287.95,titanic,Juice WRLD,2020-07-10,0.568,0.545,174.144,2020-07-10,2020,7
USA,567.8000000000002,i will,"Eminem - KXNG Crooked - Royce Da 5'9"" - Joell Ortiz",2020-01-17,0.635,0.5429999999999999,98.743,2020-01-17,2020,1
USA,1045.1,breathe deeper,Tame Impala,2020-02-14,0.664,0.848,104.998,2020-02-14,2020,2
USA,3333.9,cant die,Juice WRLD,2020-07-10,0.652,0.6709999999999999,84.008,2020-07-10,2020,7
USA,1021.05,enjoy yourself,Pop Smoke - KAROL G,2020-07-03,0.764,0.6759999999999999,97.02,2020-07-03,2020,7
USA,497.6,trapped in the sun,Future,2020-05-15,0.701,0.546,151.9,2020-05-15,2020,5
USA,1093.35,leaders,Lil Uzi Vert - NAV,2020-03-13,0.95,0.654,132.936,2020-03-13,2020,3
USA,8894.499999999998,7 summers,Morgan Wallen,2020-08-14,0.457,0.774,203.863,2020-08-14,2020,8
USA,815.75,losses,Drake,2020-05-01,0.551,0.57,85.68700000000003,2020-05-01,2020,5
USA,4284.55,@ meh,Playboi Carti,2020-04-16,0.8759999999999999,0.4920000000000001,151.04399999999995,2020-04-16,2020,4
USA,662.5999999999998,my oasis,Sam Smith - Burna Boy,2020-07-30,0.691,0.474,143.783,2020-07-30,2020,7
USA,72,love i’m given,Ellie Goulding,2020-07-16,0.517,0.805,140.128,2020-07-16,2020,7
USA,103.6,love somebody,Lauv,2020-06-24,0.465,0.468,83.366,2020-06-24,2020,6
USA,1045.4,lemonade,Internet Money - Don Toliver - Roddy Ricch,2020-09-30,0.8320000000000001,0.5489999999999999,140.045,2020-09-30,2020,9
USA,179.2,locked up pt. 2,6ix9ine - Akon,2020-09-04,0.649,0.779,89.978,2020-09-04,2020,9
USA,1560.5,chrome heart tags,Lil Uzi Vert,2020-03-06,0.7020000000000001,0.768,70.056,2020-03-06,2020,3
USA,641.9,free woman,Lady Gaga,2020-05-29,0.731,0.927,119.006,2020-05-29,2020,5
USA,365.9,chromatica ii,Lady Gaga,2020-05-29,0.184,0.297,75.824,2020-05-29,2020,5
USA,3192.450000000001,levitating,Dua Lipa - DaBaby,2020-03-27,0.7020000000000001,0.825,102.977,2020-03-27,2020,3
USA,22344.85000000001,ptsd,G Herbo - Juice WRLD - Lil Uzi Vert - Chance the Rapper,2020-02-28,0.883,0.8079999999999999,119.012,2020-02-28,2020,2
USA,466.25,levitating,Dua Lipa - DaBaby,2020-10-01,0.7020000000000001,0.825,102.977,2020-10-01,2020,10
USA,5201.8499999999985,mad at disney,salem ilese,2020-07-24,0.738,0.621,113.968,2020-07-24,2020,7
USA,4514.7,betty,Taylor Swift,2020-07-24,0.593,0.377,95.939,2020-07-24,2020,7
USA,4301.7,glock in my lap,21 Savage - Metro Boomin,2020-10-02,0.847,0.733,130.029,2020-10-02,2020,10
USA,14629.1,toosie slide,Drake,2020-04-03,0.8340000000000001,0.454,81.618,2020-04-03,2020,4
USA,5747,solitaires,Future - Travis Scott,2020-05-15,0.691,0.632,169.982,2020-05-15,2020,5
USA,52.8,la jeepeta - remix,Nio Garcia - Anuel AA - Myke Towers - Brray - Juanka,2020-04-24,0.815,0.715,176.007,2020-04-24,2020,4
USA,28,don don,Daddy Yankee - Anuel AA - Kendo Kaponi,2020-09-11,0.838,0.8190000000000001,105.027,2020-09-11,2020,9
USA,312.95,one of my,Future,2020-05-15,0.95,0.5,114.009,2020-05-15,2020,5
USA,352.95,algorhythm,Childish Gambino,2020-03-22,0.715,0.649,100.077,2020-03-22,2020,3
USA,1190.85,anxiety - intro,Juice WRLD,2020-07-10,0.307,0.528,174.795,2020-07-10,2020,7
USA,566.95,like you do,Joji,2020-09-24,0.5820000000000001,0.199,66.454,2020-09-24,2020,9
USA,128.89999999999998,fun,Selena Gomez,2020-01-10,0.863,0.419,113.866,2020-01-10,2020,1
USA,696.65,que se joda,Anuel AA - Farruko - Zion,2020-05-29,0.624,0.888,180.088,2020-05-29,2020,5
USA,2792.700000000001,over now,Calvin Harris - The Weeknd,2020-08-28,0.612,0.884,178.043,2020-08-28,2020,8
USA,1026.85,lithuania,Big Sean - Travis Scott,2020-09-04,0.6759999999999999,0.82,152.028,2020-09-04,2020,9
USA,908.75,yea yea,Pop Smoke,2020-07-03,0.7170000000000001,0.474,123.906,2020-07-03,2020,7
USA,309.5499999999999,touch the sky,Future,2020-05-15,0.898,0.5770000000000001,83.01799999999999,2020-05-15,2020,5
USA,317.95,look over your shoulder,Busta Rhymes - Kendrick Lamar,2020-10-30,0.6,0.887,77.896,2020-10-30,2020,10
USA,27904.099999999995,dont start now,Dua Lipa,2020-03-27,0.7929999999999999,0.7929999999999999,123.95,2020-03-27,2020,3
USA,3195.8,moonwalking in calabasas  - remix,DDG - Blueface,2020-10-30,0.928,0.341,129.966,2020-10-30,2020,10
USA,2551,lemonade,Internet Money - Gunna - Don Toliver - NAV,2020-08-14,0.799,0.66,140.04,2020-08-14,2020,8
USA,20,ill wait,Kygo - Sasha Sloan,2020-05-29,0.611,0.649,123.002,2020-05-29,2020,5
USA,1055.8,creature,Pop Smoke - Swae Lee,2020-07-03,0.794,0.7170000000000001,141.881,2020-07-03,2020,7
USA,288.1,who needs love,Tory Lanez,2020-04-10,0.76,0.674,101.987,2020-04-10,2020,4
USA,1626.1,only the young - featured in miss americana,Taylor Swift,2020-01-31,0.56,0.78,93.516,2020-01-31,2020,1
USA,373.25,met gala,Gunna,2020-05-22,0.873,0.5770000000000001,117.089,2020-05-22,2020,5
USA,2131.8,many men,21 Savage - Metro Boomin,2020-10-02,0.635,0.7929999999999999,77.594,2020-10-02,2020,10
USA,1225.5500000000004,gifted,Cordae - Roddy Ricch,2020-08-27,0.653,0.603,151.016,2020-08-27,2020,8
USA,32,verde,J Balvin - Sky Rompiendo,2020-03-19,0.828,0.738,94.995,2020-03-19,2020,3
USA,79.2,bad decisions,The Strokes,2020-04-10,0.377,0.922,153.404,2020-04-10,2020,4
USA,3390.7,blind,DaBaby - Young Thug,2020-08-04,0.7090000000000001,0.679,162.97299999999996,2020-08-04,2020,8
USA,6179.7,deep end freestyle,Sleepy Hallow - Fousheé,2020-06-05,0.868,0.479,133.928,2020-06-05,2020,6
USA,10.4,momentary bliss,Gorillaz - slowthai - Slaves,2020-01-30,0.6409999999999999,0.807,158.071,2020-01-30,2020,1
USA,472.1,fun tonight,Lady Gaga,2020-05-29,0.645,0.923,117.945,2020-05-29,2020,5
USA,435.8,high hopes,Joji - Omar Apollo,2020-09-25,0.7190000000000001,0.369,150.076,2020-09-25,2020,9
USA,77.60000000000002,hard on yourself,Charlie Puth - blackbear,2020-08-14,0.8240000000000001,0.7829999999999999,114.028,2020-08-14,2020,8
USA,124.8,gooba,6ix9ine,2020-09-04,0.611,0.688,178.46200000000005,2020-09-04,2020,9
USA,9884.65,my future,Billie Eilish,2020-07-30,0.444,0.309,104.745,2020-07-30,2020,7
USA,18417.15,savage,Megan Thee Stallion,2020-03-06,0.843,0.741,168.983,2020-03-06,2020,3
USA,1344.3000000000004,don’t stop,Megan Thee Stallion - Young Thug,2020-10-02,0.933,0.757,137.993,2020-10-02,2020,10
USA,168.45,rojo,J Balvin,2020-02-27,0.652,0.595,172.27,2020-02-27,2020,2
USA,11440.6,rags2riches,Rod Wave - ATR Son Son,2020-04-03,0.904,0.252,117.994,2020-04-03,2020,4
USA,20526.299999999992,wishing well,Juice WRLD,2020-07-10,0.65,0.613,149.972,2020-07-10,2020,7
USA,1140.25,me and my guitar,A Boogie Wit da Hoodie,2020-02-14,0.644,0.5870000000000001,173.972,2020-02-14,2020,2
USA,4926.049999999998,skechers,DripReport,2020-01-12,0.903,0.327,100.008,2020-01-12,2020,1
USA,79.2,fever,Dua Lipa - Angèle,2020-03-27,0.868,0.693,114.999,2020-03-27,2020,3
USA,10835.2,heartless,The Weeknd,2020-03-20,0.537,0.746,170.062,2020-03-20,2020,3
USA,1113.75,in too deep,Eminem,2020-01-17,0.72,0.767,88.96600000000002,2020-01-17,2020,1
USA,10143.450000000004,know your worth,Khalid - Disclosure,2020-02-04,0.79,0.6940000000000001,103.007,2020-02-04,2020,2
USA,565.25,no pressure intro,Logic,2020-07-24,0.794,0.845,93.939,2020-07-24,2020,7
USA,1265,my hair,Ariana Grande,2020-10-30,0.6859999999999999,0.526,92.013,2020-10-30,2020,10
USA,12708.7,dynamite,BTS,2020-08-28,0.746,0.765,114.044,2020-08-28,2020,8
USA,11300.600000000002,prospect,iann dior - Lil Baby,2020-06-12,0.816,0.579,120.078,2020-06-12,2020,6
USA,609.5999999999998,black swan,BTS,2020-02-21,0.7190000000000001,0.758,147.023,2020-02-21,2020,2
USA,444.65,replay,Lady Gaga,2020-05-29,0.6579999999999999,0.878,122.015,2020-05-29,2020,5
USA,25.6,midnight,Alesso - Liam Payne,2020-04-08,0.5870000000000001,0.648,144.028,2020-04-08,2020,4
USA,3753.35,this is me trying,Taylor Swift,2020-07-24,0.515,0.476,135.886,2020-07-24,2020,7
USA,845.8,look at her now,Selena Gomez,2020-01-10,0.753,0.564,77.342,2020-01-10,2020,1
USA,6537.750000000001,yummy,Justin Bieber,2020-02-14,0.6759999999999999,0.506,145.842,2020-02-14,2020,2
USA,20401.59999999999,come & go,Juice WRLD - Marshmello,2020-07-10,0.625,0.8140000000000001,144.991,2020-07-10,2020,7
USA,11449.65,the 1,Taylor Swift,2020-07-24,0.777,0.35700000000000004,139.88299999999998,2020-07-24,2020,7
USA,959.9,deep pockets,Drake,2020-05-01,0.473,0.8240000000000001,77.888,2020-05-01,2020,5
USA,452.1,freak,Doja Cat,2020-08-07,0.688,0.716,116.912,2020-08-07,2020,8
USA,270.75,saint laurenttt,NAV,2020-05-08,0.843,0.529,97.971,2020-05-08,2020,5
USA,474.8,take it out on me,Justin Bieber,2020-02-14,0.772,0.616,129.967,2020-02-14,2020,2
USA,218,missed you - bonus track,The Weeknd,2020-04-03,0.716,0.364,151.968,2020-04-03,2020,4
USA,13.6,who,Lauv - BTS,2020-03-06,0.632,0.345,141.641,2020-03-06,2020,3
USA,485.5,dance again,Selena Gomez,2020-01-10,0.784,0.552,111.984,2020-01-10,2020,1
USA,3647.15,still be friends,G-Eazy - Tory Lanez - Tyga,2020-02-07,0.8029999999999999,0.759,104,2020-02-07,2020,2
USA,339.65,friends,BTS,2020-02-21,0.55,0.747,79.98,2020-02-21,2020,2
USA,1114.9,west side,Ariana Grande,2020-10-30,0.688,0.455,87.865,2020-10-30,2020,10
USA,511.5,one more year,Tame Impala,2020-02-14,0.602,0.88,114.009,2020-02-14,2020,2
USA,1079.1,strawberry peels,Lil Uzi Vert - Gunna - Young Thug,2020-03-13,0.862,0.65,131.194,2020-03-13,2020,3
USA,1712.75,lose somebody,Kygo - OneRepublic,2020-05-15,0.58,0.586,147.988,2020-05-15,2020,5
USA,71.2,worry about me,Ellie Goulding - blackbear,2020-03-13,0.664,0.743,161.885,2020-03-13,2020,3
USA,728.5,no judgement,Niall Horan,2020-02-07,0.723,0.726,100.051,2020-02-07,2020,2
USA,2121.6,la jeepeta - remix,Nio Garcia - Anuel AA - Myke Towers - Brray - Juanka,2020-07-24,0.8140000000000001,0.7140000000000001,176.013,2020-07-24,2020,7
USA,198.15,forever yours - avicii tribute,Kygo - Avicii - Sandro Cavazza,2020-01-24,0.529,0.612,119.272,2020-01-24,2020,1
USA,281.55,too comfortable,Future,2020-05-15,0.935,0.472,130.041,2020-05-15,2020,5
USA,3560.1,i love me,Demi Lovato,2020-03-06,0.664,0.561,150.093,2020-03-06,2020,3
USA,2217.45,faith,The Weeknd,2020-03-20,0.375,0.605,175.946,2020-03-20,2020,3
USA,383.35,moon,BTS,2020-02-21,0.703,0.6459999999999999,141.87,2020-02-21,2020,2
USA,847.3,hands,Mac Miller,2020-01-17,0.7390000000000001,0.627,74.962,2020-01-17,2020,1
USA,19175.649999999987,heather,Conan Gray,2020-03-20,0.35700000000000004,0.425,102.078,2020-03-20,2020,3
USA,40802.099999999984,whats poppin,Jack Harlow,2020-03-13,0.923,0.604,145.062,2020-03-13,2020,3
USA,409.4,cool,Dua Lipa,2020-03-27,0.47,0.785,89.71700000000001,2020-03-27,2020,3
USA,1054.25,until i bleed out,The Weeknd,2020-03-20,0.245,0.394,115.233,2020-03-20,2020,3
USA,411.20000000000016,kings & queens,Ava Max,2020-09-18,0.637,0.69,129.857,2020-09-18,2020,9
USA,2215.35,wash us in the blood,Kanye West - Travis Scott,2020-06-30,0.67,0.847,137.22,2020-06-30,2020,6
USA,2744.7,im sorry,Lil Uzi Vert,2020-03-06,0.858,0.547,128.02,2020-03-06,2020,3
USA,1605.65,tap in,Saweetie - Post Malone - DaBaby - Jack Harlow,2020-08-28,0.948,0.63,100.032,2020-08-28,2020,8
USA,14528.700000000004,woah,Lil Baby,2020-02-28,0.883,0.599,142.976,2020-02-28,2020,2
USA,8231.899999999996,head & heart,Joel Corry - MNEK,2020-07-03,0.7340000000000001,0.8740000000000001,122.953,2020-07-03,2020,7
USA,22069.35,party girl,StaySolidRocky,2020-04-21,0.728,0.431,130.02200000000002,2020-04-21,2020,4
USA,1655.2000000000005,out of love,Lil Tecca - Internet Money,2020-04-17,0.732,0.654,138.049,2020-04-17,2020,4
USA,10211.35,hawái,Maluma,2020-08-21,0.7829999999999999,0.727,180.067,2020-08-21,2020,8
USA,177.55,keep doing what youre doing,Bryson Tiller,2020-10-02,0.363,0.359,74.52600000000002,2020-10-02,2020,10
USA,2768.7499999999995,lets link,WhoHeem,2020-08-20,0.8390000000000001,0.6829999999999999,120.003,2020-08-20,2020,8
USA,91.2,freedom,Kygo - Zak Abel,2020-05-29,0.511,0.635,111.329,2020-05-29,2020,5
USA,705.85,farewell,Eminem,2020-01-17,0.89,0.664,93.007,2020-01-17,2020,1
USA,2275.7,intentions,Justin Bieber - Quavo,2020-02-07,0.8109999999999999,0.5529999999999999,148.014,2020-02-07,2020,2
USA,5000.800000000001,ignorantes,Bad Bunny - Sech,2020-02-28,0.85,0.536,96.029,2020-02-28,2020,2
USA,469.35,upgrade,Joji,2020-09-24,0.6779999999999999,0.418,159.86700000000005,2020-09-24,2020,9
USA,1893.95,slidin,21 Savage - Metro Boomin,2020-10-02,0.774,0.706,152.891,2020-10-02,2020,10
USA,2081.35,demons,Drake - Fivio Foreign - Sosa Geek,2020-05-01,0.5429999999999999,0.7659999999999999,106.869,2020-05-01,2020,5
USA,1260.6,ego death,Ty Dolla $ign - FKA twigs - Skrillex - Kanye West,2020-07-01,0.813,0.615,111.039,2020-07-01,2020,7
USA,2092.2,those kinda nights,Eminem - Ed Sheeran,2020-01-17,0.794,0.637,103.868,2020-01-17,2020,1
USA,271.15,run it up,NAV - Pop Smoke,2020-05-08,0.8740000000000001,0.6559999999999999,134.02200000000002,2020-05-08,2020,5
USA,415.25,nasty,DaBaby - Ashanti - Megan Thee Stallion,2020-04-17,0.768,0.635,160.99200000000005,2020-04-17,2020,4
USA,9772.15,numbers,A Boogie Wit da Hoodie - London On Da Track - Roddy Ricch - Gunna,2020-02-14,0.8190000000000001,0.654,133.503,2020-02-14,2020,2
USA,66.4,birthday,Disclosure - Kehlani - Syd,2020-08-28,0.6920000000000001,0.728,136.205,2020-08-28,2020,8
USA,1103.95,love language,Ariana Grande,2020-10-30,0.688,0.573,110.034,2020-10-30,2020,10
USA,359.85,babylon,Lady Gaga,2020-05-29,0.698,0.799,115.957,2020-05-29,2020,5
USA,2142.7000000000007,boyfriend,Selena Gomez,2020-04-09,0.8109999999999999,0.512,92.046,2020-04-09,2020,4
USA,19222.55,that way - bonus track,Lil Uzi Vert,2020-03-06,0.7120000000000001,0.598,130.007,2020-03-06,2020,3
USA,1030.1,without you,Luke Combs - Amanda Shires,2020-09-18,0.522,0.659,141.996,2020-09-18,2020,9
USA,14601.750000000002,safaera,Bad Bunny - Jowell & Randy - Ñengo Flow,2020-02-28,0.607,0.8290000000000001,96.172,2020-02-28,2020,2
USA,40157.79999999996,the scotts,THE SCOTTS - Travis Scott - Kid Cudi,2020-04-24,0.716,0.537,129.97899999999998,2020-04-24,2020,4
USA,713.25,know my rights,6LACK - Lil Baby,2020-06-26,0.789,0.419,117.988,2020-06-26,2020,6
USA,4431.55,sour candy,Lady Gaga - BLACKPINK,2020-05-29,0.752,0.87,120.006,2020-05-29,2020,5
USA,212.4,outro : ego,BTS,2020-02-21,0.8079999999999999,0.903,116.988,2020-02-21,2020,2
USA,1176.7,not you too,Drake - Chris Brown,2020-05-01,0.458,0.452,86.318,2020-05-01,2020,5
USA,46147.60000000001,wap,Cardi B - Megan Thee Stallion,2020-08-07,0.935,0.454,133.07299999999998,2020-08-07,2020,8
USA,632.75,pretty savage,BLACKPINK,2020-10-02,0.695,0.583,152.001,2020-10-02,2020,10
USA,6413.249999999999,rare,Selena Gomez,2020-01-10,0.838,0.545,114.998,2020-01-10,2020,1
USA,22800.80000000001,popstar,DJ Khaled - Drake,2020-07-17,0.8,0.56,163.071,2020-07-17,2020,7
USA,307.95,same thing,Lil Baby,2020-02-28,0.902,0.85,120.132,2020-02-28,2020,2
USA,544.2,hablamos mañana,Bad Bunny - Duki - Pablo Chill-E,2020-02-28,0.6829999999999999,0.677,156.019,2020-02-28,2020,2
USA,1292,you should be sad,Halsey,2020-01-10,0.591,0.585,110.94,2020-01-10,2020,1
USA,2121.65,lion king on ice,J. Cole,2020-07-22,0.732,0.6629999999999999,139.964,2020-07-22,2020,7
USA,752.95,swag,YG,2020-07-10,0.861,0.58,157.875,2020-07-10,2020,7
USA,652.95,del mar,Ozuna - Doja Cat - Sia,2020-09-04,0.759,0.636,109.976,2020-09-04,2020,9
USA,1288.4500000000005,a tu merced,Bad Bunny,2020-02-28,0.86,0.7909999999999999,92.023,2020-02-28,2020,2
USA,400.35,12.38,Childish Gambino - 21 Savage - Ink - Kadhja Bonet,2020-03-22,0.691,0.524,164.047,2020-03-22,2020,3
USA,105.4,lets love,David Guetta - Sia,2020-09-11,0.662,0.868,92.998,2020-09-11,2020,9
USA,278.35,somebodys watching me - single version,Rockwell,2020-05-15,0.7709999999999999,0.639,124.102,2020-05-15,2020,5
USA,189,sour candy,Lady Gaga - BLACKPINK,2020-05-28,0.752,0.87,120.006,2020-05-28,2020,5
USA,1583.35,soliá,Bad Bunny,2020-02-28,0.71,0.81,92.041,2020-02-28,2020,2
USA,1331.2,nasty,Ariana Grande,2020-10-30,0.772,0.506,127.894,2020-10-30,2020,10
USA,246.1,stuck together,Rich The Kid - Lil Baby,2020-03-13,0.927,0.4970000000000001,130.013,2020-03-13,2020,3
USA,1204.6,que malo,Bad Bunny - Ñengo Flow,2020-02-28,0.802,0.787,94.026,2020-02-28,2020,2
USA,1213.15,ew,Joji,2020-09-24,0.48,0.373,114.078,2020-09-24,2020,9
USA,1597.65,skybox,Gunna,2020-03-06,0.779,0.7070000000000001,140.894,2020-03-06,2020,3
USA,447.9,mr. hollywood,Joji,2020-09-24,0.7170000000000001,0.442,115.01,2020-09-24,2020,9
USA,55.2,nice to meet ya,Meghan Trainor - Nicki Minaj,2020-01-31,0.753,0.561,192.037,2020-01-31,2020,1
USA,191.9,my affection,Summer Walker - PARTYNEXTDOOR,2020-07-10,0.632,0.495,77.083,2020-07-10,2020,7
USA,404.25,old me,5 Seconds of Summer,2020-03-27,0.721,0.62,127.979,2020-03-27,2020,3
USA,12182.39999999999,girls in the hood,Megan Thee Stallion,2020-06-26,0.821,0.863,180.013,2020-06-26,2020,6
USA,394.3,leader of the delinquents,Kid Cudi,2020-04-14,0.8059999999999999,0.809,95.043,2020-04-14,2020,4
USA,596.8,burn the hoods,Ski Mask The Slump God,2020-07-24,0.871,0.715,150.955,2020-07-24,2020,7
USA,274.7,my business,NAV - Future,2020-05-08,0.853,0.8809999999999999,139.97899999999998,2020-05-08,2020,5
USA,1108.75,all bad,Future - Lil Uzi Vert,2020-05-15,0.931,0.667,142.039,2020-05-15,2020,5
USA,15594.499999999995,righteous,Juice WRLD,2020-04-24,0.7070000000000001,0.622,142.942,2020-04-24,2020,4
USA,411,777,Joji,2020-09-24,0.574,0.604,179.636,2020-09-24,2020,9
USA,1679.75,make it rain,Pop Smoke - Rowdy Rebel,2020-07-03,0.5,0.767,159.477,2020-07-03,2020,7
USA,8150.2,3 headed goat,Lil Durk - Lil Baby - Polo G,2020-05-08,0.8370000000000001,0.482,143.01,2020-05-08,2020,5
